Rk,Team,Date,SCA,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,SCA,PassLive,PassDead,TO,Sh,Fld,Def,Match Report
2232,Monaco,2024-11-01,15,,Angers,fr Ligue 1,L 0-1,0,1,-1,63,0,0,0,0,15,13,0,0,1,1,0,Match Report
2233,Fulham,2025-04-01,15,@,Arsenal,eng Premier League,L 1-2,1,2,-1,49,1,0,0,0,15,13,2,0,0,0,0,Match Report
2234,Fulham,2025-01-26,15,,Manchester Utd,eng Premier League,L 0-1,0,1,-1,51,0,0,0,0,15,14,1,0,0,0,0,Match Report
2235,Las Palmas,2024-09-30,14,@,Villarreal,es La Liga,L 1-3,1,3,-2,57,1,0,0,0,14,11,1,1,0,1,0,Match Report
2236,Hoffenheim,2024-09-21,14,@,Union Berlin,de Bundesliga,L 1-2,1,2,-1,49,1,0,0,0,14,9,1,3,0,1,0,Match Report
2237,Osasuna,2024-09-28,14,,Barcelona,es La Liga,W 4-2,4,2,+2,27,3,1,1,0,14,10,1,1,0,1,1,Match Report
2238,Udinese,2025-02-09,14,@,Napoli,it Serie A,D 1-1,1,1,0,38,1,0,0,0,14,9,4,0,1,0,0,Match Report
2239,Augsburg,2024-12-07,14,@,Eint Frankfurt,de Bundesliga,D 2-2,2,2,0,34,2,0,0,0,14,11,1,0,1,1,0,Match Report
2240,Hellas Verona,2024-09-20,14,,Torino,it Serie A,L 2-3,2,3,-1,30,2,0,0,0,14,10,2,1,0,0,1,Match Report
2241,Torino,2024-11-03,14,,Fiorentina,it Serie A,L 0-1,0,1,-1,54,0,0,0,0,14,10,1,0,1,2,0,Match Report
2242,Torino,2024-08-17,14,@,Milan,it Serie A,D 2-2,2,2,0,44,1,0,0,0,14,13,1,0,0,0,0,Match Report
2243,Nice,2024-10-06,14,,Paris S-G,fr Ligue 1,D 1-1,1,1,0,29,1,0,0,0,14,11,3,0,0,0,0,Match Report
2244,Valladolid,2024-10-26,14,,Villarreal,es La Liga,L 1-2,1,2,-1,45,0,1,1,0,14,9,2,2,0,1,0,Match Report
2245,Heidenheim,2024-12-15,14,,Stuttgart,de Bundesliga,L 1-3,1,3,-2,34,1,0,0,0,14,8,3,1,1,1,0,Match Report
2246,Bologna,2025-02-09,14,@,Lecce,it Serie A,D 0-0,0,0,0,58,0,0,0,0,14,8,3,2,0,0,1,Match Report
2247,Monza,2025-03-08,14,@,Inter,it Serie A,L 2-3,2,3,-1,31,2,0,0,0,14,13,0,1,0,0,0,Match Report
2248,Monza,2025-03-02,14,,Torino,it Serie A,L 0-2,0,2,-2,53,0,0,0,0,14,11,1,0,2,0,0,Match Report
2249,Montpellier,2025-01-12,14,,Angers,fr Ligue 1,L 1-3,1,3,-2,58,0,1,1,0,14,11,1,0,1,1,0,Match Report
2250,Montpellier,2024-08-23,14,@,Paris S-G,fr Ligue 1,L 0-6,0,6,-6,32,0,0,0,0,14,10,2,1,1,0,0,Match Report
2251,Villarreal,2024-08-31,14,@,Valencia,es La Liga,D 1-1,1,1,0,42,1,0,0,0,14,10,0,2,2,0,0,Match Report
2252,Mallorca,2025-04-05,14,,Celta Vigo,es La Liga,L 1-2,1,2,-1,45,1,0,0,0,14,7,5,0,1,1,0,Match Report
2253,Mallorca,2025-01-20,14,@,Villarreal,es La Liga,L 0-4,0,4,-4,57,0,0,0,0,14,8,2,1,1,2,0,Match Report
2254,Mallorca,2024-12-14,14,,Girona,es La Liga,W 2-1,2,1,+1,32,2,0,0,0,14,13,1,0,0,0,0,Match Report
2255,Holstein Kiel,2024-12-21,14,,Augsburg,de Bundesliga,W 5-1,5,1,+4,37,5,0,0,0,14,12,1,0,0,1,0,Match Report
2256,Holstein Kiel,2024-11-24,14,,Mainz 05,de Bundesliga,L 0-3,0,3,-3,38,0,0,0,0,14,11,2,0,1,0,0,Match Report
2257,Athletic Club,2025-03-16,14,@,Sevilla,es La Liga,W 1-0,1,0,+1,39,1,0,1,1,14,8,2,1,2,1,0,Match Report
2258,Gladbach,2025-02-22,14,,Augsburg,de Bundesliga,L 0-3,0,3,-3,49,0,0,0,0,14,11,1,0,2,0,0,Match Report
2259,Gladbach,2025-02-08,14,,Eint Frankfurt,de Bundesliga,D 1-1,1,1,0,53,1,0,0,0,14,12,0,1,0,0,1,Match Report
2260,Southampton,2025-02-25,14,@,Chelsea,eng Premier League,L 0-4,0,4,-4,40,0,0,0,0,14,11,1,1,0,1,0,Match Report
2261,Southampton,2024-12-15,14,,Tottenham,eng Premier League,L 0-5,0,5,-5,42,0,0,0,0,14,12,0,0,1,0,1,Match Report
2262,Tottenham,2024-12-01,14,,Fulham,eng Premier League,D 1-1,1,1,0,51,1,0,0,0,14,9,2,0,1,2,0,Match Report
2263,Fiorentina,2025-03-09,14,@,Napoli,it Serie A,L 1-2,1,2,-1,51,1,0,0,0,14,13,1,0,0,0,0,Match Report
2264,Fiorentina,2025-02-23,14,@,Hellas Verona,it Serie A,L 0-1,0,1,-1,57,0,0,0,0,14,8,2,0,1,3,0,Match Report
2265,Fiorentina,2025-01-26,14,@,Lazio,it Serie A,W 2-1,2,1,+1,30,2,0,0,0,14,10,0,2,0,1,1,Match Report
2266,Fiorentina,2024-11-24,14,@,Como,it Serie A,W 2-0,2,0,+2,43,2,0,0,0,14,11,0,1,1,0,1,Match Report
2267,Crystal Palace,2024-10-05,14,,Liverpool,eng Premier League,L 0-1,0,1,-1,32,0,0,0,0,14,12,1,0,0,1,0,Match Report
2268,Bournemouth,2025-01-14,14,@,Chelsea,eng Premier League,D 2-2,2,2,0,43,1,1,1,0,14,12,1,0,0,1,0,Match Report
2269,Real Madrid,2024-10-26,14,,Barcelona,es La Liga,L 0-4,0,4,-4,43,0,0,0,0,14,6,1,2,1,1,3,Match Report
2270,Real Madrid,2024-10-19,14,@,Celta Vigo,es La Liga,W 2-1,2,1,+1,53,2,0,0,0,14,12,1,1,0,0,0,Match Report
2271,Marseille,2025-04-06,14,,Toulouse,fr Ligue 1,W 3-2,3,2,+1,67,2,0,0,0,14,11,1,0,1,1,0,Match Report
2272,Marseille,2024-08-17,14,@,Brest,fr Ligue 1,W 5-1,5,1,+4,50,3,2,2,0,14,12,0,0,0,2,0,Match Report
2273,Le Havre,2024-09-22,14,@,Monaco,fr Ligue 1,L 1-3,1,3,-2,39,1,0,0,0,14,13,0,1,0,0,0,Match Report
2274,Werder Bremen,2025-01-12,14,@,RB Leipzig,de Bundesliga,L 2-4,2,4,-2,51,2,0,0,0,14,13,0,0,0,0,1,Match Report
2275,Genoa,2025-03-07,14,@,Cagliari,it Serie A,D 1-1,1,1,0,53,1,0,0,0,14,9,3,0,0,2,0,Match Report
2276,Angers,2025-03-09,14,@,Brest,fr Ligue 1,L 0-2,0,2,-2,50,0,0,0,0,14,10,4,0,0,0,0,Match Report
2277,Angers,2025-01-05,14,,Brest,fr Ligue 1,W 2-0,2,0,+2,39,2,0,0,0,14,12,2,0,0,0,0,Match Report
2278,Angers,2024-10-20,14,@,Toulouse,fr Ligue 1,D 1-1,1,1,0,35,1,0,1,1,14,9,0,2,1,1,1,Match Report
2279,Lazio,2024-12-08,14,@,Napoli,it Serie A,W 1-0,1,0,+1,44,1,0,0,0,14,10,1,2,0,1,0,Match Report
2280,Lazio,2024-08-31,14,,Milan,it Serie A,D 2-2,2,2,0,43,2,0,0,0,14,14,0,0,0,0,0,Match Report
2281,Getafe,2025-03-16,14,@,Osasuna,es La Liga,W 2-1,2,1,+1,39,2,0,0,0,14,11,0,3,0,0,0,Match Report
2282,Getafe,2025-02-23,14,,Betis,es La Liga,L 1-2,1,2,-1,49,1,0,0,0,14,12,0,0,1,1,0,Match Report
2283,Getafe,2025-02-14,14,@,Girona,es La Liga,W 2-1,2,1,+1,29,2,0,0,0,14,6,2,1,1,2,2,Match Report
2284,Getafe,2024-11-10,14,,Girona,es La Liga,L 0-1,0,1,-1,47,0,0,0,0,14,10,0,1,1,1,1,Match Report
2285,Union Berlin,2024-11-02,14,@,Bayern Munich,de Bundesliga,L 0-3,0,3,-3,23,0,0,0,0,14,8,4,0,2,0,0,Match Report
2286,West Ham,2025-02-27,14,,Leicester City,eng Premier League,W 2-0,2,0,+2,58,1,0,0,0,14,11,2,0,1,0,0,Match Report
2287,Leganés,2025-01-18,14,,Atlético Madrid,es La Liga,W 1-0,1,0,+1,33,1,0,0,0,14,8,1,2,2,1,0,Match Report
2288,Leganés,2024-08-28,14,@,Valladolid,es La Liga,D 0-0,0,0,0,42,0,0,0,0,14,9,2,2,0,1,0,Match Report
2289,Reims,2025-02-09,14,@,Lyon,fr Ligue 1,L 0-4,0,4,-4,33,0,0,0,0,14,9,1,1,1,2,0,Match Report
2290,Liverpool,2025-02-23,14,@,Manchester City,eng Premier League,W 2-0,2,0,+2,34,2,0,0,0,14,9,3,1,1,0,0,Match Report
2291,Aston Villa,2024-12-14,14,@,Nott'ham Forest,eng Premier League,L 1-2,1,2,-1,50,1,0,0,0,14,9,3,1,0,1,0,Match Report
2292,Aston Villa,2024-09-29,14,@,Ipswich Town,eng Premier League,D 2-2,2,2,0,56,2,0,0,0,14,13,0,0,0,1,0,Match Report
2293,Wolves,2025-02-01,14,,Aston Villa,eng Premier League,W 2-0,2,0,+2,32,2,0,0,0,14,11,0,0,1,1,1,Match Report
2294,Girona,2024-10-26,14,@,Las Palmas,es La Liga,L 0-1,0,1,-1,57,0,0,0,0,14,8,1,1,2,1,1,Match Report
2295,Girona,2024-10-19,14,,Real Sociedad,es La Liga,L 0-1,0,1,-1,47,0,0,0,0,14,11,1,1,0,1,0,Match Report
2296,Atalanta,2025-02-15,14,,Cagliari,it Serie A,D 0-0,0,0,0,59,0,0,0,0,14,11,1,0,1,1,0,Match Report
2297,Rayo Vallecano,2025-01-10,14,,Celta Vigo,es La Liga,W 2-1,2,1,+1,50,2,0,0,0,14,9,2,1,1,1,0,Match Report
2298,Mainz 05,2025-03-15,14,,Freiburg,de Bundesliga,D 2-2,2,2,0,44,2,0,0,0,14,11,0,1,1,1,0,Match Report
2299,Mainz 05,2024-12-21,14,@,Eint Frankfurt,de Bundesliga,W 3-1,3,1,+2,30,2,0,0,0,14,7,3,2,1,1,0,Match Report
2300,Mainz 05,2024-11-03,14,@,Freiburg,de Bundesliga,D 0-0,0,0,0,49,0,0,0,0,14,9,2,0,2,1,0,Match Report
2301,Mainz 05,2024-10-05,14,@,St. Pauli,de Bundesliga,W 3-0,3,0,+3,44,3,0,0,0,14,14,0,0,0,0,0,Match Report
2302,Mainz 05,2024-09-28,14,,Heidenheim,de Bundesliga,L 0-2,0,2,-2,50,0,0,0,0,14,10,3,0,0,1,0,Match Report
2303,Empoli,2024-10-06,14,@,Lazio,it Serie A,L 1-2,1,2,-1,42,1,0,0,0,14,11,1,2,0,0,0,Match Report
2304,Empoli,2024-09-29,14,,Fiorentina,it Serie A,D 0-0,0,0,0,38,0,0,0,0,14,10,0,3,0,0,1,Match Report
2305,Freiburg,2025-01-25,14,,Bayern Munich,de Bundesliga,L 1-2,1,2,-1,35,1,0,0,0,14,8,3,0,2,1,0,Match Report
2306,Espanyol,2024-11-30,14,,Celta Vigo,es La Liga,W 3-1,3,1,+2,22,3,0,0,0,14,11,1,0,2,0,0,Match Report
2307,Espanyol,2024-09-29,14,@,Betis,es La Liga,L 0-1,0,1,-1,47,0,0,0,0,14,10,3,0,0,1,0,Match Report
2308,RB Leipzig,2024-11-02,14,@,Dortmund,de Bundesliga,L 1-2,1,2,-1,43,1,0,0,0,14,12,1,0,0,1,0,Match Report
2309,RB Leipzig,2024-08-31,14,@,Leverkusen,de Bundesliga,W 3-2,3,2,+1,38,3,0,0,0,14,14,0,0,0,0,0,Match Report
2310,Sevilla,2025-02-09,14,,Barcelona,es La Liga,L 1-4,1,4,-3,40,1,0,0,0,14,10,1,0,3,0,0,Match Report
2311,Sevilla,2024-12-14,14,,Celta Vigo,es La Liga,W 1-0,1,0,+1,45,1,0,0,0,14,11,2,1,0,0,0,Match Report
2312,Sevilla,2024-10-20,14,@,Barcelona,es La Liga,L 1-5,1,5,-4,33,1,0,0,0,14,8,2,2,1,1,0,Match Report
2313,Venezia,2025-01-27,14,,Hellas Verona,it Serie A,D 1-1,1,1,0,50,1,0,0,0,14,11,2,0,1,0,0,Match Report
2314,Rennes,2024-11-03,14,@,Auxerre,fr Ligue 1,L 0-4,0,4,-4,61,0,0,0,0,14,11,2,0,1,0,0,Match Report
2315,Bochum,2025-01-25,14,@,Gladbach,de Bundesliga,L 0-3,0,3,-3,43,0,0,0,0,14,10,3,0,1,0,0,Match Report
2316,Bochum,2024-11-23,14,@,Stuttgart,de Bundesliga,L 0-2,0,2,-2,42,0,0,0,0,14,13,0,0,0,0,1,Match Report
2317,Bochum,2024-08-24,14,@,RB Leipzig,de Bundesliga,L 0-1,0,1,-1,38,0,0,0,0,14,9,0,1,3,1,0,Match Report
2318,Manchester City,2025-02-02,14,@,Arsenal,eng Premier League,L 1-5,1,5,-4,54,1,0,0,0,14,12,2,0,0,0,0,Match Report
2319,Manchester City,2024-12-01,14,@,Liverpool,eng Premier League,L 0-2,0,2,-2,56,0,0,0,0,14,11,0,1,1,0,1,Match Report
2320,Strasbourg,2025-02-02,14,@,Rennes,fr Ligue 1,L 0-1,0,1,-1,54,0,0,0,0,14,12,1,0,0,0,1,Match Report
2321,Cagliari,2025-04-06,14,@,Empoli,it Serie A,D 0-0,0,0,0,54,0,0,0,0,14,12,1,0,0,1,0,Match Report
2322,Cagliari,2025-02-23,14,,Juventus,it Serie A,L 0-1,0,1,-1,40,0,0,0,0,14,11,2,0,1,0,0,Match Report
2323,Chelsea,2025-03-16,14,@,Arsenal,eng Premier League,L 0-1,0,1,-1,58,0,0,0,0,14,10,0,1,2,0,1,Match Report
2324,Chelsea,2025-02-14,14,@,Brighton,eng Premier League,L 0-3,0,3,-3,69,0,0,0,0,14,13,0,1,0,0,0,Match Report
2325,Saint-Étienne,2025-02-15,14,@,Marseille,fr Ligue 1,L 1-5,1,5,-4,30,1,0,0,0,14,10,2,0,1,1,0,Match Report
2326,Everton,2025-02-22,14,,Manchester Utd,eng Premier League,D 2-2,2,2,0,38,2,0,0,0,14,11,1,1,1,0,0,Match Report
2327,Napoli,2024-10-04,14,,Como,it Serie A,W 3-1,3,1,+2,41,2,1,1,0,14,9,1,0,0,1,3,Match Report
2328,Lyon,2024-12-15,14,@,Paris S-G,fr Ligue 1,L 1-3,1,3,-2,32,1,0,0,0,14,13,1,0,0,0,0,Match Report
2329,Nantes,2024-10-27,14,@,Strasbourg,fr Ligue 1,L 1-3,1,3,-2,50,1,0,0,0,14,11,2,0,1,0,0,Match Report
2330,Juventus,2024-11-23,14,@,Milan,it Serie A,D 0-0,0,0,0,56,0,0,0,0,14,13,1,0,0,0,0,Match Report
2331,Nott'ham Forest,2025-02-15,14,@,Fulham,eng Premier League,L 1-2,1,2,-1,45,1,0,0,0,14,10,0,2,1,1,0,Match Report
2332,Nott'ham Forest,2024-12-29,14,@,Everton,eng Premier League,W 2-0,2,0,+2,36,2,0,0,0,14,10,0,0,3,0,1,Match Report
2333,Celta Vigo,2025-03-08,14,,Leganés,es La Liga,W 2-1,2,1,+1,56,2,0,0,0,14,14,0,0,0,0,0,Match Report
2334,Betis,2025-01-25,14,@,Mallorca,es La Liga,W 1-0,1,0,+1,52,1,0,0,0,14,8,1,2,1,1,1,Match Report
2335,Lens,2025-02-16,14,,Strasbourg,fr Ligue 1,L 0-2,0,2,-2,56,0,0,0,0,14,13,1,0,0,0,0,Match Report
2336,Lecce,2025-01-19,14,@,Cagliari,it Serie A,L 1-4,1,4,-3,50,1,0,0,0,14,12,1,1,0,0,0,Match Report
2337,Las Palmas,2024-08-29,13,,Real Madrid,es La Liga,D 1-1,1,1,0,43,1,0,0,0,13,10,0,1,1,1,0,Match Report
2338,Hoffenheim,2025-04-05,13,@,RB Leipzig,de Bundesliga,L 1-3,1,3,-2,34,1,0,0,0,13,9,0,2,2,0,0,Match Report
2339,Hoffenheim,2024-10-06,13,@,Stuttgart,de Bundesliga,D 1-1,1,1,0,33,1,0,0,0,13,9,1,3,0,0,0,Match Report
2340,Bayern Munich,2025-01-25,13,@,Freiburg,de Bundesliga,W 2-1,2,1,+1,65,2,0,0,0,13,9,0,4,0,0,0,Match Report
2341,Hellas Verona,2025-03-09,13,,Bologna,it Serie A,L 1-2,1,2,-1,33,1,0,0,0,13,10,1,0,1,0,1,Match Report
2342,Hellas Verona,2025-02-23,13,,Fiorentina,it Serie A,W 1-0,1,0,+1,43,1,0,0,0,13,11,0,1,0,1,0,Match Report
2343,Hellas Verona,2024-09-16,13,@,Lazio,it Serie A,L 1-2,1,2,-1,45,1,0,0,0,13,10,2,1,0,0,0,Match Report
2344,Valladolid,2025-02-16,13,,Sevilla,es La Liga,L 0-4,0,4,-4,52,0,0,0,0,13,9,3,1,0,0,0,Match Report
2345,Manchester Utd,2025-02-26,13,,Ipswich Town,eng Premier League,W 3-2,3,2,+1,45,2,0,0,0,13,7,3,0,3,0,0,Match Report
2346,Bologna,2024-12-21,13,@,Torino,it Serie A,W 2-0,2,0,+2,58,2,0,1,1,13,8,1,1,1,2,0,Match Report
2347,Barcelona,2024-12-07,13,@,Betis,es La Liga,D 2-2,2,2,0,62,2,0,0,0,13,11,1,1,0,0,0,Match Report
2348,Monza,2025-02-16,13,,Lecce,it Serie A,D 0-0,0,0,0,56,0,0,0,0,13,11,2,0,0,0,0,Match Report
2349,Montpellier,2024-09-28,13,@,Monaco,fr Ligue 1,L 1-2,1,2,-1,35,1,0,0,0,13,11,0,0,0,1,1,Match Report
2350,Como,2025-02-23,13,,Napoli,it Serie A,W 2-1,2,1,+1,42,1,0,0,0,13,8,2,1,0,2,0,Match Report
2351,Como,2025-02-01,13,@,Bologna,it Serie A,L 0-2,0,2,-2,50,0,0,0,0,13,7,2,1,2,1,0,Match Report
2352,Mallorca,2025-03-30,13,@,Valencia,es La Liga,L 0-1,0,1,-1,56,0,0,0,0,13,11,1,0,0,0,1,Match Report
2353,Mallorca,2024-11-01,13,@,Alavés,es La Liga,L 0-1,0,1,-1,49,0,0,0,0,13,8,2,1,1,1,0,Match Report
2354,Mallorca,2024-09-23,13,@,Betis,es La Liga,W 2-1,2,1,+1,39,2,0,0,0,13,10,2,0,1,0,0,Match Report
2355,Athletic Club,2024-08-15,13,,Getafe,es La Liga,D 1-1,1,1,0,68,1,0,0,0,13,10,2,0,0,1,0,Match Report
2356,Gladbach,2025-01-18,13,@,Leverkusen,de Bundesliga,L 1-3,1,3,-2,45,1,0,0,0,13,10,2,0,1,0,0,Match Report
2357,Southampton,2024-12-29,13,@,Crystal Palace,eng Premier League,L 1-2,1,2,-1,53,1,0,0,0,13,10,0,2,1,0,0,Match Report
2358,Tottenham,2025-04-03,13,@,Chelsea,eng Premier League,L 0-1,0,1,-1,49,0,0,0,0,13,10,0,0,2,1,0,Match Report
2359,Tottenham,2024-12-22,13,,Liverpool,eng Premier League,L 3-6,3,6,-3,52,3,0,0,0,13,10,1,2,0,0,0,Match Report
2360,Toulouse,2025-02-09,13,@,Auxerre,fr Ligue 1,D 2-2,2,2,0,47,2,0,0,0,13,9,2,0,1,1,0,Match Report
2361,Fiorentina,2025-02-10,13,@,Inter,it Serie A,L 1-2,1,2,-1,38,0,1,1,0,13,9,2,0,1,1,0,Match Report
2362,Fiorentina,2025-02-02,13,,Genoa,it Serie A,W 2-1,2,1,+1,41,2,0,0,0,13,9,2,0,1,1,0,Match Report
2363,Fiorentina,2024-11-03,13,@,Torino,it Serie A,W 1-0,1,0,+1,46,1,0,0,0,13,10,1,0,0,2,0,Match Report
2364,Crystal Palace,2025-04-05,13,,Brighton,eng Premier League,W 2-1,2,1,+1,38,2,0,0,0,13,9,2,0,1,1,0,Match Report
2365,Crystal Palace,2025-01-15,13,@,Leicester City,eng Premier League,W 2-0,2,0,+2,43,2,0,0,0,13,7,1,2,1,1,1,Match Report
2366,Bournemouth,2025-02-22,13,,Wolves,eng Premier League,L 0-1,0,1,-1,46,0,0,0,0,13,9,1,0,2,0,1,Match Report
2367,Wolfsburg,2025-02-15,13,@,Stuttgart,de Bundesliga,W 2-1,2,1,+1,43,1,1,1,0,13,8,2,1,2,0,0,Match Report
2368,St. Pauli,2025-03-01,13,,Dortmund,de Bundesliga,L 0-2,0,2,-2,43,0,0,0,0,13,8,1,1,0,3,0,Match Report
2369,St. Pauli,2025-02-09,13,@,RB Leipzig,de Bundesliga,L 0-2,0,2,-2,44,0,0,0,0,13,9,1,0,0,3,0,Match Report
2370,Stuttgart,2024-12-06,13,,Union Berlin,de Bundesliga,W 3-2,3,2,+1,64,3,0,0,0,13,11,0,1,0,0,1,Match Report
2371,Stuttgart,2024-08-24,13,@,Freiburg,de Bundesliga,L 1-3,1,3,-2,67,1,0,0,0,13,11,0,1,0,1,0,Match Report
2372,Le Havre,2024-10-20,13,,Lyon,fr Ligue 1,L 0-4,0,4,-4,39,0,0,0,0,13,9,2,0,0,2,0,Match Report
2373,Le Havre,2024-09-28,13,,Lille,fr Ligue 1,L 0-3,0,3,-3,38,0,0,0,0,13,6,3,3,0,1,0,Match Report
2374,Genoa,2025-03-14,13,,Lecce,it Serie A,W 2-1,2,1,+1,44,2,0,0,0,13,13,0,0,0,0,0,Match Report
2375,Genoa,2024-10-05,13,@,Atalanta,it Serie A,L 1-5,1,5,-4,37,1,0,0,0,13,8,2,2,0,1,0,Match Report
2376,Getafe,2025-01-18,13,,Barcelona,es La Liga,D 1-1,1,1,0,23,1,0,0,0,13,8,1,0,1,1,2,Match Report
2377,West Ham,2024-12-29,13,,Liverpool,eng Premier League,L 0-5,0,5,-5,46,0,0,0,0,13,10,0,1,2,0,0,Match Report
2378,Leganés,2024-11-09,13,,Sevilla,es La Liga,W 1-0,1,0,+1,43,0,1,1,0,13,9,0,0,1,3,0,Match Report
2379,Leganés,2024-10-27,13,,Celta Vigo,es La Liga,W 3-0,3,0,+3,39,3,0,0,0,13,12,0,1,0,0,0,Match Report
2380,Wolves,2024-12-26,13,,Manchester Utd,eng Premier League,W 2-0,2,0,+2,51,2,0,0,0,13,8,1,3,0,1,0,Match Report
2381,Wolves,2024-09-28,13,,Liverpool,eng Premier League,L 1-2,1,2,-1,45,1,0,0,0,13,12,1,0,0,0,0,Match Report
2382,Wolves,2024-08-17,13,@,Arsenal,eng Premier League,L 0-2,0,2,-2,47,0,0,0,0,13,10,1,0,0,1,1,Match Report
2383,Girona,2025-01-18,13,,Sevilla,es La Liga,L 1-2,1,2,-1,60,1,0,0,0,13,9,2,2,0,0,0,Match Report
2384,Leicester City,2024-08-19,13,,Tottenham,eng Premier League,D 1-1,1,1,0,30,1,0,0,0,13,9,1,1,1,1,0,Match Report
2385,Freiburg,2025-03-02,13,@,Augsburg,de Bundesliga,D 0-0,0,0,0,49,0,0,0,0,13,10,1,1,0,1,0,Match Report
2386,Espanyol,2025-03-29,13,,Atlético Madrid,es La Liga,D 1-1,1,1,0,39,0,1,1,0,13,10,1,0,0,2,0,Match Report
2387,Espanyol,2025-03-10,13,,Girona,es La Liga,D 1-1,1,1,0,33,1,0,0,0,13,8,1,3,1,0,0,Match Report
2388,Espanyol,2024-10-05,13,,Mallorca,es La Liga,W 2-1,2,1,+1,40,2,0,0,0,13,8,3,0,0,1,1,Match Report
2389,Dortmund,2024-10-05,13,@,Union Berlin,de Bundesliga,L 1-2,1,2,-1,67,1,0,0,0,13,11,1,0,1,0,0,Match Report
2390,Venezia,2025-03-01,13,@,Atalanta,it Serie A,D 0-0,0,0,0,40,0,0,0,0,13,10,1,0,1,1,0,Match Report
2391,Venezia,2025-01-12,13,,Inter,it Serie A,L 0-1,0,1,-1,41,0,0,0,0,13,11,1,0,0,1,0,Match Report
2392,Venezia,2025-01-04,13,,Empoli,it Serie A,D 1-1,1,1,0,50,1,0,0,0,13,12,1,0,0,0,0,Match Report
2393,Bochum,2024-11-30,13,@,Augsburg,de Bundesliga,L 0-1,0,1,-1,48,0,0,0,0,13,11,0,1,0,1,0,Match Report
2394,Ipswich Town,2024-12-30,13,,Chelsea,eng Premier League,W 2-0,2,0,+2,24,1,1,1,0,13,7,2,1,1,2,0,Match Report
2395,Ipswich Town,2024-11-30,13,@,Nott'ham Forest,eng Premier League,L 0-1,0,1,-1,55,0,0,0,0,13,9,2,1,1,0,0,Match Report
2396,Ipswich Town,2024-11-10,13,@,Tottenham,eng Premier League,W 2-1,2,1,+1,34,2,0,0,0,13,8,2,2,1,0,0,Match Report
2397,Strasbourg,2024-10-06,13,,Lens,fr Ligue 1,D 2-2,2,2,0,37,1,1,1,0,13,10,2,0,0,1,0,Match Report
2398,Leverkusen,2025-01-10,13,@,Dortmund,de Bundesliga,W 3-2,3,2,+1,30,3,0,0,0,13,12,0,0,0,0,1,Match Report
2399,Brentford,2024-12-04,13,@,Aston Villa,eng Premier League,L 1-3,1,3,-2,51,1,0,0,0,13,10,1,0,2,0,0,Match Report
2400,Roma,2025-01-05,13,,Lazio,it Serie A,W 2-0,2,0,+2,33,2,0,0,0,13,9,1,1,1,1,0,Match Report
2401,Roma,2024-09-01,13,@,Juventus,it Serie A,D 0-0,0,0,0,51,0,0,0,0,13,12,0,0,1,0,0,Match Report
2402,Saint-Étienne,2025-02-01,13,@,Lille,fr Ligue 1,L 1-4,1,4,-3,33,0,1,1,0,13,9,1,1,1,1,0,Match Report
2403,Nantes,2025-03-30,13,@,Le Havre,fr Ligue 1,L 2-3,2,3,-1,48,2,0,0,0,13,7,3,0,1,2,0,Match Report
2404,Nantes,2025-03-02,13,@,Marseille,fr Ligue 1,L 0-2,0,2,-2,26,0,0,0,0,13,5,1,4,1,1,1,Match Report
2405,Atlético Madrid,2025-03-16,13,,Barcelona,es La Liga,L 2-4,2,4,-2,35,2,0,0,0,13,12,1,0,0,0,0,Match Report
2406,Juventus,2025-03-29,13,,Genoa,it Serie A,W 1-0,1,0,+1,49,1,0,0,0,13,8,1,2,0,0,2,Match Report
2407,Juventus,2025-02-07,13,@,Como,it Serie A,W 2-1,2,1,+1,48,1,1,1,0,13,8,1,1,1,2,0,Match Report
2408,Juventus,2024-09-01,13,,Roma,it Serie A,D 0-0,0,0,0,49,0,0,0,0,13,9,1,0,2,1,0,Match Report
2409,Real Sociedad,2024-12-21,13,@,Celta Vigo,es La Liga,L 0-2,0,2,-2,58,0,0,0,0,13,8,3,0,1,1,0,Match Report
2410,Nott'ham Forest,2024-11-23,13,@,Arsenal,eng Premier League,L 0-3,0,3,-3,34,0,0,0,0,13,6,3,1,0,3,0,Match Report
2411,Eint Frankfurt,2025-03-01,13,,Leverkusen,de Bundesliga,L 1-4,1,4,-3,41,1,0,0,0,13,9,1,2,0,0,1,Match Report
2412,Brest,2024-10-06,13,,Le Havre,fr Ligue 1,W 2-0,2,0,+2,53,2,0,0,0,13,8,1,1,1,1,1,Match Report
2413,Brest,2024-08-17,13,,Marseille,fr Ligue 1,L 1-5,1,5,-4,50,1,0,1,1,13,10,1,0,0,1,1,Match Report
2414,Betis,2024-12-01,13,@,Real Sociedad,es La Liga,L 0-2,0,2,-2,59,0,0,0,0,13,7,2,2,0,2,0,Match Report
2415,Lens,2025-01-18,13,,Paris S-G,fr Ligue 1,L 1-2,1,2,-1,34,1,0,0,0,13,8,1,0,2,1,1,Match Report
2416,Lecce,2025-02-28,13,@,Fiorentina,it Serie A,L 0-1,0,1,-1,52,0,0,0,0,13,11,0,1,1,0,0,Match Report
2417,Lecce,2024-11-25,13,@,Venezia,it Serie A,W 1-0,1,0,+1,39,1,0,0,0,13,11,1,0,0,1,0,Match Report
2418,Lecce,2024-10-05,13,@,Udinese,it Serie A,L 0-1,0,1,-1,45,0,0,0,0,13,10,1,0,0,0,2,Match Report
